,Gender,Age,CategorizedAge,Geography,Balance,EstimatedSalary,CreditScore,CategorizedCreditScore,NumOfProducts,HasCrCard,Tenure,IsActiveMember,Exited
3219,Female,37,Mid-Career Adults,Germany,122453.97,52693.99,505,Poor,2,Yes,10,Yes,No
3220,Male,30,Early Career Adults,Germany,132174.41,93767.03,576,Poor,2,No,7,No,No
3221,Female,24,Young Adults,Spain,0.0,197866.55,555,Poor,2,No,2,Yes,No
3222,Male,30,Early Career Adults,France,0.0,126812.85,524,Poor,2,Yes,1,No,No
3223,Male,39,Mid-Career Adults,Spain,104349.45,79503.05,776,Very Good,1,No,2,No,No
3224,Female,41,Mid-Career Adults,Germany,138881.04,129936.53,645,Fair,1,Yes,2,No,Yes
3225,Female,32,Early Career Adults,Germany,116968.91,175094.62,850,Exceptional,1,No,0,No,No
3226,Male,35,Mid-Career Adults,Germany,105346.03,130379.5,603,Fair,2,Yes,1,Yes,No
3227,Male,26,Early Career Adults,France,136623.19,153228.0,691,Good,1,Yes,9,No,No
3228,Female,29,Early Career Adults,France,0.0,111285.85,583,Fair,2,Yes,10,Yes,No
3229,Female,66,Retired Adults,France,0.0,49553.38,584,Fair,1,Yes,5,No,Yes
3230,Female,33,Early Career Adults,France,0.0,98015.85,679,Good,2,Yes,6,Yes,No
3231,Male,36,Mid-Career Adults,France,124445.52,88481.32,646,Fair,1,Yes,6,No,No
3232,Female,34,Early Career Adults,France,68999.66,66879.27,559,Poor,2,Yes,5,Yes,No
3233,Male,36,Mid-Career Adults,Spain,85768.42,24802.77,595,Fair,1,Yes,6,Yes,No
3234,Male,47,Late Career Adults,France,0.0,21312.16,527,Poor,1,Yes,1,No,Yes
3235,Male,34,Early Career Adults,Spain,100628.0,190263.78,684,Good,2,Yes,9,Yes,No
3236,Female,32,Early Career Adults,Spain,0.0,72873.33,673,Good,1,Yes,0,Yes,No
3237,Male,38,Mid-Career Adults,Spain,0.0,57764.65,802,Exceptional,2,No,7,Yes,No
3238,Male,54,Late Career Adults,France,0.0,110273.84,675,Good,1,Yes,6,No,Yes
3239,Female,19,Young Adults,Spain,0.0,55500.17,762,Very Good,2,Yes,6,No,No
3240,Male,50,Late Career Adults,France,125647.36,57541.08,580,Fair,1,Yes,0,No,Yes
3241,Female,31,Early Career Adults,Germany,100375.39,90384.26,621,Fair,1,Yes,8,Yes,No
3242,Female,36,Mid-Career Adults,France,0.0,120694.35,411,Poor,1,No,10,No,No
3243,Male,24,Young Adults,France,171922.72,178028.96,815,Exceptional,1,No,7,Yes,No
3244,Female,32,Early Career Adults,Germany,146810.99,180990.29,631,Fair,2,Yes,2,Yes,No
3245,Female,45,Late Career Adults,Germany,109032.23,155407.21,514,Poor,1,No,3,Yes,Yes
3246,Male,57,Near-Retirement Adults,France,0.0,33676.48,638,Fair,1,Yes,6,No,Yes
3247,Male,25,Early Career Adults,Spain,0.0,89666.28,791,Very Good,1,Yes,7,No,No
3248,Male,35,Mid-Career Adults,France,128653.59,127558.26,516,Poor,1,Yes,5,No,No
3249,Male,37,Mid-Career Adults,France,80387.81,77272.62,734,Good,1,No,3,Yes,No
3250,Male,58,Near-Retirement Adults,France,0.0,107665.68,611,Fair,2,No,8,Yes,Yes
3251,Male,43,Mid-Career Adults,Germany,108508.82,184044.8,850,Exceptional,3,Yes,0,No,Yes
3252,Male,31,Early Career Adults,France,155978.17,91510.71,641,Fair,1,Yes,10,No,No
3253,Female,38,Mid-Career Adults,France,0.0,87363.56,585,Fair,1,Yes,5,Yes,No
3254,Male,50,Late Career Adults,Germany,121175.56,117505.07,552,Poor,1,Yes,4,No,Yes
3255,Female,29,Early Career Adults,France,89349.47,180626.68,507,Poor,2,No,4,No,No
3256,Male,38,Mid-Career Adults,Spain,86131.71,93478.96,735,Good,2,No,7,No,No
3257,Female,58,Near-Retirement Adults,France,102346.86,114672.64,707,Good,1,Yes,3,Yes,No
3258,Female,36,Mid-Career Adults,Germany,121263.62,13387.88,698,Good,1,Yes,7,Yes,No
3259,Male,31,Early Career Adults,France,0.0,173240.52,841,Exceptional,2,Yes,2,No,No
3260,Female,33,Early Career Adults,Spain,0.0,27557.18,688,Good,1,No,2,No,Yes
3261,Male,51,Late Career Adults,France,0.0,5552.37,614,Fair,2,Yes,3,Yes,No
3262,Male,48,Late Career Adults,Germany,149726.08,88307.87,511,Poor,1,No,6,No,Yes
3263,Male,43,Mid-Career Adults,France,0.0,33879.26,447,Poor,2,Yes,2,No,Yes
3264,Male,35,Mid-Career Adults,France,161274.05,181429.87,738,Good,2,Yes,5,No,No
3265,Female,33,Early Career Adults,France,0.0,102655.31,422,Poor,2,Yes,2,No,No
3266,Male,30,Early Career Adults,Spain,103138.17,96555.42,537,Poor,1,Yes,1,Yes,No
3267,Female,40,Mid-Career Adults,Germany,109628.44,189366.03,707,Good,1,Yes,3,No,No
3268,Male,54,Late Career Adults,France,0.0,12847.61,690,Good,1,Yes,5,No,Yes
3269,Male,33,Early Career Adults,Germany,97286.16,143433.33,664,Fair,2,Yes,7,No,No
3270,Female,33,Early Career Adults,France,118004.26,183983.82,850,Exceptional,1,Yes,7,No,No
3271,Male,32,Early Career Adults,Spain,85534.83,169137.24,584,Fair,1,No,9,No,No
3272,Female,59,Near-Retirement Adults,France,0.0,163365.85,728,Good,1,Yes,4,Yes,Yes
3273,Female,43,Mid-Career Adults,Spain,95140.44,123181.44,560,Poor,2,Yes,4,No,Yes
3274,Female,31,Early Career Adults,France,0.0,16447.6,629,Fair,1,Yes,6,Yes,Yes
3275,Male,25,Early Career Adults,France,0.0,173948.4,658,Fair,2,No,3,Yes,No
3276,Female,54,Late Career Adults,Germany,75900.84,192154.66,794,Very Good,1,Yes,1,Yes,No
3277,Female,41,Mid-Career Adults,France,126619.27,198224.38,790,Very Good,1,Yes,2,No,No
3278,Male,44,Mid-Career Adults,France,111833.47,67202.74,640,Fair,1,Yes,7,No,No
3279,Male,37,Mid-Career Adults,Spain,0.0,68789.93,652,Fair,2,Yes,7,No,No
3280,Female,57,Near-Retirement Adults,France,238387.56,147964.99,583,Fair,1,No,3,Yes,Yes
3281,Female,32,Early Career Adults,France,108698.96,161069.73,775,Very Good,2,Yes,2,Yes,No
3282,Female,39,Mid-Career Adults,France,112687.69,127749.61,584,Fair,1,Yes,2,Yes,No
3283,Female,48,Late Career Adults,Germany,81556.89,191914.37,635,Fair,2,Yes,4,No,No
3284,Male,48,Late Career Adults,France,136596.85,185791.9,814,Exceptional,1,Yes,9,Yes,No
3285,Female,43,Mid-Career Adults,Germany,98807.45,184570.04,735,Good,1,No,9,No,Yes
3286,Female,31,Early Career Adults,France,0.0,130446.65,678,Good,2,No,1,Yes,No
3287,Male,37,Mid-Career Adults,France,0.0,82867.55,693,Good,2,Yes,1,Yes,No
3288,Female,30,Early Career Adults,France,107499.7,187632.22,640,Fair,1,Yes,6,Yes,No
3289,Female,23,Young Adults,Spain,0.0,56759.79,773,Very Good,2,Yes,8,No,No
3290,Female,30,Early Career Adults,France,0.0,34180.33,736,Good,2,Yes,9,No,No
3291,Female,28,Early Career Adults,France,0.0,158545.25,693,Good,2,Yes,8,Yes,No
3292,Female,41,Mid-Career Adults,France,176024.05,182337.98,496,Poor,2,Yes,1,No,No
3293,Female,39,Mid-Career Adults,France,0.0,84175.34,751,Very Good,2,Yes,3,Yes,No
3294,Male,39,Mid-Career Adults,Germany,127631.62,22197.8,528,Poor,1,No,0,Yes,Yes
3295,Female,19,Young Adults,Spain,0.0,189641.11,754,Very Good,1,Yes,9,No,No
3296,Female,26,Early Career Adults,Germany,109819.16,154491.39,568,Poor,2,Yes,10,No,No
3297,Female,41,Mid-Career Adults,Spain,138734.94,90020.74,592,Fair,1,Yes,2,No,No
3298,Male,25,Early Career Adults,Germany,111363.1,197264.35,558,Poor,2,Yes,10,No,No
3299,Male,34,Early Career Adults,France,0.0,31933.06,825,Exceptional,2,Yes,9,Yes,No
3300,Male,28,Early Career Adults,Germany,143988.0,8755.69,677,Good,2,Yes,0,No,Yes
3301,Male,34,Early Career Adults,France,118838.75,52820.13,653,Fair,1,Yes,5,Yes,No
3302,Male,35,Mid-Career Adults,Spain,161637.75,20008.46,593,Fair,1,Yes,4,Yes,No
3303,Female,44,Mid-Career Adults,France,133793.89,34607.14,632,Fair,1,Yes,3,Yes,Yes
3304,Male,35,Mid-Career Adults,Germany,71553.83,177384.45,601,Fair,1,Yes,8,No,No
3305,Female,62,Near-Retirement Adults,France,0.0,165702.64,786,Very Good,1,Yes,8,Yes,No
3306,Female,40,Mid-Career Adults,France,0.0,167889.1,654,Fair,2,Yes,3,No,No
3307,Female,38,Mid-Career Adults,France,0.0,133122.62,572,Poor,2,Yes,7,Yes,No
3308,Female,62,Near-Retirement Adults,France,64667.95,140454.14,813,Exceptional,2,No,10,Yes,No
3309,Female,28,Early Career Adults,France,121164.11,59938.81,523,Poor,1,Yes,2,Yes,No
3310,Male,50,Late Career Adults,Spain,0.0,12016.79,506,Poor,2,Yes,3,No,No
3311,Male,72,Retired Adults,Spain,98903.06,81251.24,513,Poor,1,Yes,3,Yes,No
3312,Female,31,Early Career Adults,France,104158.84,134169.85,664,Fair,1,Yes,7,No,No
3313,Male,54,Late Career Adults,France,0.0,94888.6,684,Good,2,Yes,6,Yes,No
3314,Female,63,Near-Retirement Adults,Spain,139529.93,175696.16,608,Fair,2,Yes,3,Yes,Yes
3315,Female,25,Early Career Adults,France,0.0,96758.58,527,Poor,2,No,6,Yes,No
3316,Male,53,Late Career Adults,France,64646.7,128019.48,666,Fair,1,Yes,5,No,Yes
3317,Male,71,Retired Adults,France,0.0,146895.36,779,Very Good,2,Yes,3,Yes,Yes
3318,Female,40,Mid-Career Adults,France,0.0,139356.3,629,Fair,2,Yes,6,Yes,No
3319,Male,35,Mid-Career Adults,France,118894.22,2923.61,430,Poor,1,No,1,No,No
3320,Male,24,Young Adults,France,0.0,121232.51,712,Good,1,No,2,Yes,No
3321,Male,30,Early Career Adults,France,0.0,2053.42,682,Good,2,Yes,9,Yes,No
3322,Female,41,Mid-Career Adults,France,68213.99,6382.46,634,Fair,1,Yes,8,Yes,No
3323,Female,31,Early Career Adults,Spain,0.0,158750.13,487,Poor,2,Yes,1,No,No
3324,Male,47,Late Career Adults,Spain,139196.0,74028.36,808,Exceptional,1,No,8,Yes,No
3325,Female,32,Early Career Adults,France,0.0,44099.75,527,Poor,2,Yes,7,Yes,No
3326,Male,50,Late Career Adults,Germany,126345.55,17323.0,637,Fair,1,No,4,Yes,Yes
3327,Male,40,Mid-Career Adults,Spain,0.0,175043.69,802,Exceptional,2,Yes,5,Yes,No
3328,Female,38,Mid-Career Adults,France,0.0,146388.85,529,Poor,1,Yes,2,No,Yes
3329,Female,43,Mid-Career Adults,France,0.0,2465.8,850,Exceptional,2,No,3,No,No
3330,Male,18,Young Adults,France,0.0,47799.15,738,Good,2,Yes,4,Yes,No
3331,Male,34,Early Career Adults,France,129278.43,165562.84,817,Exceptional,1,No,5,No,No
3332,Male,31,Early Career Adults,France,119558.35,72927.68,735,Good,1,No,3,No,No
3333,Female,41,Mid-Career Adults,Germany,92467.58,38270.47,619,Fair,1,Yes,5,No,No
3334,Male,27,Early Career Adults,France,0.0,120893.07,671,Good,2,No,5,No,No
3335,Female,31,Early Career Adults,Spain,0.0,188377.21,581,Fair,2,Yes,6,No,No
3336,Male,36,Mid-Career Adults,Spain,0.0,55902.93,690,Good,2,Yes,10,No,No
3337,Male,56,Near-Retirement Adults,Spain,99340.83,4523.74,579,Poor,1,No,4,No,Yes
3338,Female,24,Young Adults,Spain,0.0,102195.16,688,Good,2,Yes,3,Yes,No
3339,Female,28,Early Career Adults,Spain,126833.79,60843.09,599,Fair,2,Yes,4,No,Yes
3340,Male,29,Early Career Adults,Germany,109676.52,25548.47,729,Good,1,Yes,5,Yes,No
3341,Female,29,Early Career Adults,France,0.0,134462.29,718,Good,1,No,3,Yes,No
3342,Male,53,Late Career Adults,Germany,134729.99,132702.64,712,Good,2,Yes,6,Yes,No
3343,Male,37,Mid-Career Adults,France,98431.37,75698.44,474,Poor,1,No,3,No,No
3344,Male,33,Early Career Adults,Germany,130368.31,105642.43,565,Poor,2,Yes,8,No,No
3345,Female,31,Early Career Adults,France,123974.96,102153.75,658,Fair,1,Yes,7,No,No
3346,Male,63,Near-Retirement Adults,France,138082.16,166677.54,714,Good,1,No,4,Yes,No
3347,Male,45,Late Career Adults,France,129855.32,24218.65,725,Good,1,No,1,No,No
3348,Male,40,Mid-Career Adults,France,132308.22,117122.5,825,Exceptional,1,No,6,No,No
3349,Female,45,Late Career Adults,Germany,155447.65,51871.95,665,Fair,2,Yes,5,No,Yes
3350,Male,35,Mid-Career Adults,Spain,124268.64,84321.03,670,Good,2,No,2,Yes,No
3351,Female,34,Early Career Adults,Germany,176311.36,160213.27,474,Poor,1,Yes,9,No,No
3352,Male,40,Mid-Career Adults,France,99886.42,88695.19,591,Fair,2,Yes,2,Yes,No
3353,Female,31,Early Career Adults,France,0.0,6123.15,508,Poor,2,Yes,7,Yes,No
3354,Female,36,Mid-Career Adults,France,0.0,167749.54,695,Good,2,No,2,Yes,No
3355,Male,24,Young Adults,Germany,85089.3,71638.0,660,Fair,1,Yes,5,Yes,No
3356,Male,41,Mid-Career Adults,Germany,134318.21,198064.52,687,Good,2,Yes,10,Yes,No
3357,Male,29,Early Career Adults,Germany,75395.53,54914.92,658,Fair,2,No,5,Yes,No
3358,Female,33,Early Career Adults,Germany,116765.7,190659.17,705,Good,1,No,5,No,Yes
3359,Male,60,Near-Retirement Adults,Spain,0.0,51637.67,739,Good,1,Yes,4,Yes,No
3360,Male,38,Mid-Career Adults,France,111501.66,119333.38,844,Exceptional,1,Yes,7,Yes,No
3361,Female,48,Late Career Adults,Germany,76595.08,127095.14,602,Fair,2,No,7,No,No
3362,Female,33,Early Career Adults,France,160541.36,93541.14,759,Very Good,2,No,9,No,No
3363,Male,38,Mid-Career Adults,Germany,129728.6,89289.54,747,Very Good,1,Yes,2,No,No
3364,Male,47,Late Career Adults,France,0.0,108762.16,673,Good,2,No,1,No,No
3365,Female,34,Early Career Adults,Spain,130929.02,28238.25,671,Good,4,Yes,5,Yes,Yes
3366,Female,74,Retired Adults,Germany,116800.25,34130.43,640,Fair,1,Yes,2,Yes,No
3367,Male,40,Mid-Career Adults,Germany,101016.53,7926.35,581,Fair,1,No,0,Yes,Yes
3368,Male,67,Retired Adults,France,0.0,27330.27,630,Fair,2,Yes,5,Yes,No
3369,Female,33,Early Career Adults,France,190566.65,79997.14,703,Good,1,Yes,8,Yes,No
3370,Female,47,Late Career Adults,Spain,0.0,50213.81,698,Good,1,Yes,6,No,Yes
3371,Female,43,Mid-Career Adults,Germany,97067.69,60920.03,742,Very Good,1,No,6,Yes,Yes
3372,Female,37,Mid-Career Adults,France,92208.54,197699.8,652,Fair,1,No,4,Yes,Yes
3373,Male,37,Mid-Career Adults,France,186347.97,92809.73,644,Fair,2,Yes,2,No,No
3374,Male,55,Near-Retirement Adults,Spain,103176.62,163516.16,735,Good,1,No,2,Yes,No
3375,Female,58,Near-Retirement Adults,France,0.0,62449.07,777,Very Good,1,Yes,4,Yes,Yes
3376,Female,40,Mid-Career Adults,Germany,77270.08,115800.1,644,Fair,2,Yes,4,Yes,Yes
3377,Female,37,Mid-Career Adults,Germany,111911.63,110359.68,665,Fair,1,Yes,3,Yes,Yes
3378,Male,72,Retired Adults,Germany,94216.05,78695.68,529,Poor,1,Yes,5,Yes,No
3379,Female,45,Late Career Adults,Spain,0.0,128378.04,803,Exceptional,2,Yes,7,Yes,No
3380,Female,26,Early Career Adults,Spain,0.0,155248.62,604,Fair,2,Yes,3,No,No
3381,Male,49,Late Career Adults,France,106770.82,123499.27,738,Good,1,Yes,6,No,No
3382,Female,72,Retired Adults,Germany,138089.97,99920.41,655,Fair,2,Yes,5,Yes,No
3383,Male,39,Mid-Career Adults,Germany,133191.19,53289.49,698,Good,2,No,9,Yes,No
3384,Female,66,Retired Adults,France,0.0,67622.34,775,Very Good,2,Yes,9,Yes,No
3385,Male,41,Mid-Career Adults,France,74135.85,11783.1,735,Good,1,Yes,7,Yes,Yes
3386,Male,41,Mid-Career Adults,Spain,99208.46,62402.38,766,Very Good,2,Yes,6,No,No
3387,Male,84,Retired Adults,Germany,92242.34,186235.98,537,Poor,1,Yes,8,Yes,No
3388,Male,25,Early Career Adults,Germany,108380.72,79005.95,599,Fair,1,Yes,7,Yes,No
3389,Female,55,Near-Retirement Adults,Spain,91893.32,144870.28,420,Poor,1,Yes,4,No,Yes
3390,Female,32,Early Career Adults,France,85757.93,95481.0,674,Good,1,Yes,7,Yes,No
3391,Female,46,Late Career Adults,France,0.0,820.46,570,Poor,2,No,3,No,No
3392,Male,33,Early Career Adults,Germany,96759.42,174777.98,623,Fair,1,Yes,8,Yes,No
3393,Male,30,Early Career Adults,France,0.0,8991.17,710,Good,2,Yes,6,Yes,No
3394,Male,29,Early Career Adults,France,0.0,2797.27,466,Poor,2,Yes,6,Yes,No
3395,Female,22,Young Adults,France,0.0,22303.17,759,Very Good,1,Yes,5,No,No
3396,Male,71,Retired Adults,France,0.0,197562.08,581,Fair,2,Yes,4,Yes,No
3397,Male,33,Early Career Adults,France,132150.26,23067.97,820,Exceptional,2,Yes,2,No,No
3398,Male,41,Mid-Career Adults,France,0.0,190294.12,759,Very Good,2,No,9,Yes,No
3399,Female,31,Early Career Adults,France,175443.75,113167.17,628,Fair,1,Yes,6,No,Yes
3400,Male,31,Early Career Adults,France,78990.15,124777.14,676,Good,1,Yes,3,Yes,No
3401,Female,33,Early Career Adults,France,113743.37,124625.08,591,Fair,1,Yes,4,No,No
3402,Female,26,Early Career Adults,France,157624.84,49599.27,690,Good,1,Yes,5,Yes,No
3403,Female,62,Near-Retirement Adults,France,125163.62,151411.5,624,Fair,2,Yes,7,Yes,No
3404,Female,23,Young Adults,France,0.0,122964.18,573,Poor,1,Yes,2,No,No
3405,Male,60,Near-Retirement Adults,France,0.0,57088.97,694,Good,1,Yes,9,Yes,No
3406,Female,29,Early Career Adults,Spain,80922.75,7820.78,632,Fair,1,Yes,7,No,No
3407,Male,40,Mid-Career Adults,France,193354.86,149188.41,632,Fair,2,Yes,3,No,No
3408,Female,40,Mid-Career Adults,Germany,107648.94,134638.97,832,Exceptional,2,Yes,9,Yes,No
3409,Female,46,Late Career Adults,Germany,131769.04,184980.23,598,Fair,1,No,7,No,Yes
3410,Male,36,Mid-Career Adults,Germany,138992.48,122373.42,430,Poor,2,No,1,No,No
3411,Female,37,Mid-Career Adults,France,113899.92,80215.2,711,Good,1,No,8,No,No
3412,Male,26,Early Career Adults,Germany,114450.32,14081.64,582,Fair,1,Yes,6,Yes,No
3413,Male,39,Mid-Career Adults,France,0.0,199390.45,605,Fair,2,Yes,3,No,No
3414,Female,37,Mid-Career Adults,France,0.0,7667.48,657,Fair,2,Yes,2,Yes,No
3415,Male,40,Mid-Career Adults,Spain,63609.92,74965.61,578,Poor,1,No,6,No,Yes
3416,Male,38,Mid-Career Adults,France,0.0,30583.95,532,Poor,2,No,9,No,No
3417,Female,42,Mid-Career Adults,France,75497.51,149682.78,612,Fair,1,No,10,No,No
3418,Female,42,Mid-Career Adults,France,0.0,92664.09,792,Very Good,2,Yes,2,No,No
3419,Female,26,Early Career Adults,France,0.0,138423.1,674,Good,2,Yes,10,Yes,No
3420,Male,31,Early Career Adults,France,0.0,3148.2,680,Good,2,Yes,1,Yes,No
3421,Female,39,Mid-Career Adults,France,117704.73,197933.5,593,Fair,1,Yes,0,No,No
3422,Male,35,Mid-Career Adults,Germany,130463.55,37341.17,679,Good,2,Yes,1,Yes,No
3423,Male,32,Early Career Adults,Spain,46161.18,79577.4,493,Poor,1,Yes,8,Yes,No
3424,Male,42,Mid-Career Adults,Spain,0.0,197602.29,688,Good,2,No,5,No,No
3425,Male,43,Mid-Career Adults,Germany,110182.54,87537.32,769,Very Good,2,Yes,4,Yes,No
3426,Male,49,Late Career Adults,Spain,0.0,41623.59,581,Fair,2,No,10,No,No
3427,Male,41,Mid-Career Adults,France,117221.15,168280.95,465,Poor,1,Yes,9,No,No
3428,Female,35,Mid-Career Adults,France,0.0,125986.18,641,Fair,2,No,4,No,No
3429,Female,43,Mid-Career Adults,Germany,79120.27,548.52,731,Good,1,No,9,No,Yes
3430,Male,37,Mid-Career Adults,France,177069.24,96088.54,625,Fair,2,Yes,1,Yes,No
3431,Male,36,Mid-Career Adults,France,61636.97,107787.42,468,Poor,1,No,3,No,No
3432,Male,26,Early Career Adults,France,0.0,20510.79,790,Very Good,1,Yes,5,No,No
3433,Female,37,Mid-Career Adults,Germany,104414.03,192026.02,587,Fair,1,Yes,6,No,No
3434,Male,66,Retired Adults,France,159732.02,118188.15,692,Good,1,Yes,4,Yes,No
3435,Female,34,Early Career Adults,Germany,89437.03,189540.95,676,Good,1,Yes,4,Yes,No
3436,Male,41,Mid-Career Adults,France,0.0,63736.17,571,Poor,1,Yes,8,Yes,No
3437,Female,32,Early Career Adults,France,0.0,95740.37,700,Good,1,No,3,No,No
3438,Female,30,Early Career Adults,France,0.0,127939.19,445,Poor,2,Yes,3,Yes,No
3439,Male,36,Mid-Career Adults,France,142400.77,193438.69,746,Very Good,1,Yes,7,Yes,No
3440,Female,47,Late Career Adults,France,88011.4,90655.94,722,Good,1,Yes,2,Yes,Yes
3441,Male,36,Mid-Career Adults,France,0.0,12067.39,596,Fair,2,Yes,2,Yes,No
3442,Female,30,Early Career Adults,Germany,154870.28,54191.38,850,Exceptional,1,Yes,8,Yes,No
3443,Female,46,Late Career Adults,Spain,0.0,58667.16,597,Fair,2,Yes,4,No,Yes
3444,Male,43,Mid-Career Adults,Spain,0.0,35687.43,436,Poor,2,Yes,5,Yes,No
3445,Male,28,Early Career Adults,Germany,118402.25,14288.93,660,Fair,2,Yes,1,No,No
3446,Male,37,Mid-Career Adults,France,87374.88,247.36,649,Fair,2,Yes,9,Yes,No
3447,Male,32,Early Career Adults,Germany,105397.8,78111.84,646,Fair,1,Yes,8,No,Yes
3448,Female,31,Early Career Adults,Spain,125341.69,79547.39,560,Poor,1,Yes,5,No,No
3449,Male,49,Late Career Adults,Germany,129164.88,193266.72,710,Good,1,Yes,10,Yes,No
3450,Male,40,Mid-Career Adults,France,141004.46,105028.46,513,Poor,1,Yes,3,No,No
3451,Female,21,Young Adults,France,0.0,116106.52,607,Fair,2,Yes,0,No,No
3452,Male,57,Near-Retirement Adults,France,89079.41,53179.21,757,Very Good,1,Yes,3,Yes,Yes
3453,Male,40,Mid-Career Adults,Germany,103604.31,140947.05,619,Fair,2,No,9,No,No
3454,Male,24,Young Adults,France,182705.05,171837.06,612,Fair,1,Yes,1,Yes,No
3455,Male,29,Early Career Adults,France,0.0,123437.05,842,Exceptional,2,Yes,8,Yes,No
3456,Male,33,Early Career Adults,France,94598.48,197519.66,713,Good,1,No,6,No,Yes
3457,Male,36,Mid-Career Adults,Spain,188241.05,183058.51,657,Fair,2,No,8,No,Yes
3458,Female,37,Mid-Career Adults,France,0.0,22710.72,770,Very Good,2,No,9,No,No
3459,Female,40,Mid-Career Adults,France,0.0,69303.15,773,Very Good,2,No,10,Yes,No
3460,Male,39,Mid-Career Adults,Germany,117469.91,63705.9,470,Poor,2,No,5,No,No
3461,Male,35,Mid-Career Adults,Spain,80790.74,116429.51,781,Very Good,1,Yes,4,No,No
3462,Female,62,Near-Retirement Adults,France,107735.93,58381.77,428,Poor,1,No,1,Yes,No
3463,Male,43,Mid-Career Adults,Germany,133379.41,177378.66,600,Fair,1,Yes,8,No,Yes
3464,Female,37,Mid-Career Adults,Spain,168066.87,35450.53,697,Good,1,Yes,7,No,No
3465,Female,43,Mid-Career Adults,Germany,69014.49,164621.43,692,Good,2,No,2,No,No
3466,Male,28,Early Career Adults,France,0.0,174435.48,791,Very Good,1,Yes,4,No,No
3467,Female,42,Mid-Career Adults,Germany,98548.62,94047.75,538,Poor,2,No,1,Yes,No
3468,Female,49,Late Career Adults,France,0.0,119087.25,820,Exceptional,2,Yes,1,Yes,No
3469,Female,26,Early Career Adults,Spain,76554.06,184800.27,679,Good,1,Yes,3,Yes,No
3470,Female,36,Mid-Career Adults,France,0.0,75035.48,649,Fair,2,No,2,Yes,No
3471,Female,27,Early Career Adults,France,107375.82,62703.38,632,Fair,1,Yes,3,Yes,No
3472,Male,40,Mid-Career Adults,France,122417.17,190882.69,594,Fair,2,No,9,Yes,No
3473,Female,42,Mid-Career Adults,France,0.0,91981.85,682,Good,1,No,0,Yes,Yes
3474,Male,33,Early Career Adults,Spain,97188.62,91881.29,720,Good,1,No,6,No,No
3475,Male,31,Early Career Adults,France,61297.05,7118.02,769,Very Good,2,Yes,4,Yes,No
3476,Male,30,Early Career Adults,Spain,112666.67,11710.4,746,Very Good,1,No,1,No,Yes
3477,Female,40,Mid-Career Adults,Spain,0.0,25904.12,623,Fair,1,Yes,7,Yes,No
3478,Male,28,Early Career Adults,France,157842.07,86911.49,537,Poor,1,Yes,3,No,No
3479,Male,46,Late Career Adults,France,91443.75,10958.18,468,Poor,1,Yes,7,No,No
3480,Female,30,Early Career Adults,Germany,110148.49,5790.9,588,Fair,1,Yes,0,No,Yes
3481,Female,34,Early Career Adults,Spain,53299.96,42855.97,729,Good,2,Yes,9,Yes,No
3482,Male,37,Mid-Career Adults,Spain,0.0,78915.68,543,Poor,2,Yes,3,Yes,No
3483,Male,39,Mid-Career Adults,Spain,0.0,81409.0,499,Poor,2,Yes,6,Yes,No
3484,Male,28,Early Career Adults,Germany,70233.74,179252.73,784,Very Good,2,Yes,2,Yes,No
